full-title,title,label
"<p>ข่าวบิดเบือน อย่าแชร์! แนะ! ตรวจสถานะรับเงินเยียวยา 5,000 บาท ผ่าน-รอรับเงิน</p>","แนะ! ตรวจสถานะรับเงินเยียวยา 5,000 บาท ผ่าน-รอรับเงิน",incorrect
<p>ข่าวปลอม อย่าแชร์! เตือน! คลื่นความหนาวจะแผ่ปกคลุมทั่วไทยตั้งแต่คืนนี้ เป็นต้นไป</p>,เตือน! คลื่นความหนาวจะแผ่ปกคลุมทั่วไทยตั้งแต่คืนนี้ เป็นต้นไป,fake
<p>ข่าวปลอม อย่าแชร์! ลือ! ขรก.กระทรวงมหาดไทยบังคับส่งมุสลิมไปแสวงบุญที่ซาอุฯ หากฝ่าฝืนถูกดำเนินคดี</p>,ลือ! ขรก.กระทรวงมหาดไทยบังคับส่งมุสลิมไปแสวงบุญที่ซาอุฯ หากฝ่าฝืนถูกดำเนินคดี,fake
<p>ข่าวบิดเบือน อย่าแชร์! สำนักพุทธฯ สั่งทุกวัดงดจัดสงกรานต์ พร้อมสละเงินเดือนพระ 2 เดือน</p>,สำนักพุทธฯ สั่งทุกวัดงดจัดสงกรานต์ พร้อมสละเงินเดือนพระ 2 เดือน,incorrect
<p>ข่าวปลอม อย่าแชร์! ผลิตภัณฑ์ Aural Plus ช่วยรักษาอาการหูหนวก</p>,ผลิตภัณฑ์ Aural Plus ช่วยรักษาอาการหูหนวก,fake
<p>ข่าวปลอม อย่าแชร์! ลือ! กลุ่มคนกลับจากดาวะห์ รวมตัวละหมาดไม่สนคําสั่งเจ้าหน้าที่</p>,ลือ! กลุ่มคนกลับจากดาวะห์ รวมตัวละหมาดไม่สนคําสั่งเจ้าหน้าที่,fake
<p>ข่าวปลอม อย่าแชร์! ห้ามกิน! เห็ดเข็มทองเพราะมีพิษโควิด-19 อันตรายถึงชีวิต</p>,ห้ามกิน! เห็ดเข็มทองเพราะมีพิษโควิด-19 อันตรายถึงชีวิต,fake
<p>ข่าวปลอม อย่าแชร์! ลือ เคอร์ฟิว 24 ชม.เริ่มเสาร์-อาทิตย์นี้ ต้องตุนอาหารและเครื่องดื่ม</p>,ลือ เคอร์ฟิว 24 ชม.เริ่มเสาร์-อาทิตย์นี้ ต้องตุนอาหารและเครื่องดื่ม,fake
<p>ฝ่าฝืนเคอร์ฟิว จับทุกราย ไม่มีการตักเตือน จริงหรือ?</p>,ฝ่าฝืนเคอร์ฟิว จับทุกราย ไม่มีการตักเตือน,real
"<p>ข่าวปลอม อย่าแชร์! วิธีการตรวจสอบสิทธิ์รับเงินเยียวยา 5,000 บาท</p>","วิธีการตรวจสอบสิทธิ์รับเงินเยียวยา 5,000 บาท",fake
<p>ข่าวปลอม อย่าแชร์! กินอาหารที่เป็นด่างสามารถฆ่าเชื้อ COVID-19 ได้</p>,กินอาหารที่เป็นด่างสามารถฆ่าเชื้อ COVID-19 ได้,fake
<p>ข่าวปลอม อย่าแชร์! สูตรน้ำมะนาวผสมน้ำส้มสายชู และโซดา ดื่มฆ่าเชื้อโควิด-19</p>,สูตรน้ำมะนาวผสมน้ำส้มสายชู และโซดา ดื่มฆ่าเชื้อโควิด-19,fake
<p>ข่าวปลอม อย่าแชร์! น้ำสมุนไพรสูตร 100 ปี ต้านโควิด-19</p>,น้ำสมุนไพรสูตร 100 ปี ต้านโควิด-19,fake
"<p>ข่าวปลอม อย่าแชร์! แชร์สนั่น รัฐบาลประมูลขายชุดตรวจ COVID-19 ราคา 1,000 บาท!</p>","แชร์สนั่น รัฐบาลประมูลขายชุดตรวจ COVID-19 ราคา 1,000 บาท!",fake
<p>ข่าวปลอม อย่าแชร์! ไปรษณีย์เตือน! มีผู้ติดเชื้อ COVID-19 จากจดหมายหรือพัสดุ</p>,ไปรษณีย์เตือน! มีผู้ติดเชื้อ COVID-19 จากจดหมายหรือพัสดุ,fake
<p>ข่าวปลอม อย่าแชร์! อ้างยาสมุนไพรต้านเชื้อโควิด-19 รักษาหายแล้วจริง</p>,อ้างยาสมุนไพรต้านเชื้อโควิด-19 รักษาหายแล้วจริง,fake
<p>ครม.ไฟเขียวเลื่อนเปิดเทอมจาก 16 พ.ค.เป็น 1 ก.ค.63 จริงหรือ?</p>,ครม.ไฟเขียวเลื่อนเปิดเทอมจาก 16 พ.ค.เป็น 1 ก.ค.63,real
